Pk_Dt_Key,D_Day,D_Month,D_Year,D_Date
20070318,18,March,2007,03/18/2007 00:00:00
20070319,19,March,2007,03/19/2007 00:00:00
20070320,20,March,2007,03/20/2007 00:00:00
20070321,21,March,2007,03/21/2007 00:00:00
20070322,22,March,2007,03/22/2007 00:00:00
20070323,23,March,2007,03/23/2007 00:00:00
20070324,24,March,2007,03/24/2007 00:00:00
20070325,25,March,2007,03/25/2007 00:00:00
20070326,26,March,2007,03/26/2007 00:00:00
20070327,27,March,2007,03/27/2007 00:00:00
20070328,28,March,2007,03/28/2007 00:00:00
20070329,29,March,2007,03/29/2007 00:00:00
20070330,30,March,2007,03/30/2007 00:00:00
20070331,31,March,2007,03/31/2007 00:00:00
20070401,01,April,2007,04/01/2007 00:00:00
20070402,02,April,2007,04/02/2007 00:00:00
20070403,03,April,2007,04/03/2007 00:00:00
20070404,04,April,2007,04/04/2007 00:00:00
20070405,05,April,2007,04/05/2007 00:00:00
20070406,06,April,2007,04/06/2007 00:00:00
20070407,07,April,2007,04/07/2007 00:00:00
20070408,08,April,2007,04/08/2007 00:00:00
20070409,09,April,2007,04/09/2007 00:00:00
20070410,10,April,2007,04/10/2007 00:00:00
20070411,11,April,2007,04/11/2007 00:00:00
20070412,12,April,2007,04/12/2007 00:00:00
20070413,13,April,2007,04/13/2007 00:00:00
20070414,14,April,2007,04/14/2007 00:00:00
20070415,15,April,2007,04/15/2007 00:00:00
20070416,16,April,2007,04/16/2007 00:00:00
20070417,17,April,2007,04/17/2007 00:00:00
20070418,18,April,2007,04/18/2007 00:00:00
20070419,19,April,2007,04/19/2007 00:00:00
20070420,20,April,2007,04/20/2007 00:00:00
20070421,21,April,2007,04/21/2007 00:00:00
20070422,22,April,2007,04/22/2007 00:00:00
20070423,23,April,2007,04/23/2007 00:00:00
20070424,24,April,2007,04/24/2007 00:00:00
20070425,25,April,2007,04/25/2007 00:00:00
20070426,26,April,2007,04/26/2007 00:00:00
20070427,27,April,2007,04/27/2007 00:00:00
20070428,28,April,2007,04/28/2007 00:00:00
20070429,29,April,2007,04/29/2007 00:00:00
20070430,30,April,2007,04/30/2007 00:00:00
20070501,01,May,2007,05/01/2007 00:00:00
20070502,02,May,2007,05/02/2007 00:00:00
20070503,03,May,2007,05/03/2007 00:00:00
20070504,04,May,2007,05/04/2007 00:00:00
20070505,05,May,2007,05/05/2007 00:00:00
20070506,06,May,2007,05/06/2007 00:00:00
20070507,07,May,2007,05/07/2007 00:00:00
20070508,08,May,2007,05/08/2007 00:00:00
20070509,09,May,2007,05/09/2007 00:00:00
20070510,10,May,2007,05/10/2007 00:00:00
20070511,11,May,2007,05/11/2007 00:00:00
20070512,12,May,2007,05/12/2007 00:00:00
20070513,13,May,2007,05/13/2007 00:00:00
20070514,14,May,2007,05/14/2007 00:00:00
20070515,15,May,2007,05/15/2007 00:00:00
20070516,16,May,2007,05/16/2007 00:00:00
20070517,17,May,2007,05/17/2007 00:00:00
20070518,18,May,2007,05/18/2007 00:00:00
20070519,19,May,2007,05/19/2007 00:00:00
20070520,20,May,2007,05/20/2007 00:00:00
20070521,21,May,2007,05/21/2007 00:00:00
20070522,22,May,2007,05/22/2007 00:00:00
20070523,23,May,2007,05/23/2007 00:00:00
20070524,24,May,2007,05/24/2007 00:00:00
20070525,25,May,2007,05/25/2007 00:00:00
20070526,26,May,2007,05/26/2007 00:00:00
20070527,27,May,2007,05/27/2007 00:00:00
20070528,28,May,2007,05/28/2007 00:00:00
20070529,29,May,2007,05/29/2007 00:00:00
20070530,30,May,2007,05/30/2007 00:00:00
20070531,31,May,2007,05/31/2007 00:00:00
20070601,01,June,2007,06/01/2007 00:00:00
20070602,02,June,2007,06/02/2007 00:00:00
20070603,03,June,2007,06/03/2007 00:00:00
20070604,04,June,2007,06/04/2007 00:00:00
20070605,05,June,2007,06/05/2007 00:00:00
20070606,06,June,2007,06/06/2007 00:00:00
20070607,07,June,2007,06/07/2007 00:00:00
20070608,08,June,2007,06/08/2007 00:00:00
20070609,09,June,2007,06/09/2007 00:00:00
20070610,10,June,2007,06/10/2007 00:00:00
20070611,11,June,2007,06/11/2007 00:00:00
20070612,12,June,2007,06/12/2007 00:00:00
20070613,13,June,2007,06/13/2007 00:00:00
20070614,14,June,2007,06/14/2007 00:00:00
20070615,15,June,2007,06/15/2007 00:00:00
20070616,16,June,2007,06/16/2007 00:00:00
20070617,17,June,2007,06/17/2007 00:00:00
20070618,18,June,2007,06/18/2007 00:00:00
20070619,19,June,2007,06/19/2007 00:00:00
20070620,20,June,2007,06/20/2007 00:00:00
20070621,21,June,2007,06/21/2007 00:00:00
20070622,22,June,2007,06/22/2007 00:00:00
20070623,23,June,2007,06/23/2007 00:00:00
20070624,24,June,2007,06/24/2007 00:00:00
20070625,25,June,2007,06/25/2007 00:00:00
20070626,26,June,2007,06/26/2007 00:00:00
20070627,27,June,2007,06/27/2007 00:00:00
20070628,28,June,2007,06/28/2007 00:00:00
20070629,29,June,2007,06/29/2007 00:00:00
20070630,30,June,2007,06/30/2007 00:00:00
20070701,01,July,2007,07/01/2007 00:00:00
20070702,02,July,2007,07/02/2007 00:00:00
20070703,03,July,2007,07/03/2007 00:00:00
20070704,04,July,2007,07/04/2007 00:00:00
20070705,05,July,2007,07/05/2007 00:00:00
20070706,06,July,2007,07/06/2007 00:00:00
20070707,07,July,2007,07/07/2007 00:00:00
20070708,08,July,2007,07/08/2007 00:00:00
20070709,09,July,2007,07/09/2007 00:00:00
20070710,10,July,2007,07/10/2007 00:00:00
20070711,11,July,2007,07/11/2007 00:00:00
20070712,12,July,2007,07/12/2007 00:00:00
20070713,13,July,2007,07/13/2007 00:00:00
20070714,14,July,2007,07/14/2007 00:00:00
20070715,15,July,2007,07/15/2007 00:00:00
20070716,16,July,2007,07/16/2007 00:00:00
20070717,17,July,2007,07/17/2007 00:00:00
20070718,18,July,2007,07/18/2007 00:00:00
20070719,19,July,2007,07/19/2007 00:00:00
20070720,20,July,2007,07/20/2007 00:00:00
20070721,21,July,2007,07/21/2007 00:00:00
20070722,22,July,2007,07/22/2007 00:00:00
20070723,23,July,2007,07/23/2007 00:00:00
20070724,24,July,2007,07/24/2007 00:00:00
20070725,25,July,2007,07/25/2007 00:00:00
20070726,26,July,2007,07/26/2007 00:00:00
20070727,27,July,2007,07/27/2007 00:00:00
20070728,28,July,2007,07/28/2007 00:00:00
20070729,29,July,2007,07/29/2007 00:00:00
20070730,30,July,2007,07/30/2007 00:00:00
20070731,31,July,2007,07/31/2007 00:00:00
20070801,01,August,2007,08/01/2007 00:00:00
20070802,02,August,2007,08/02/2007 00:00:00
20070803,03,August,2007,08/03/2007 00:00:00
20070804,04,August,2007,08/04/2007 00:00:00
20070805,05,August,2007,08/05/2007 00:00:00
20070806,06,August,2007,08/06/2007 00:00:00
20070807,07,August,2007,08/07/2007 00:00:00
20070808,08,August,2007,08/08/2007 00:00:00
20070809,09,August,2007,08/09/2007 00:00:00
20070810,10,August,2007,08/10/2007 00:00:00
20070811,11,August,2007,08/11/2007 00:00:00
20070812,12,August,2007,08/12/2007 00:00:00
20070813,13,August,2007,08/13/2007 00:00:00
20070814,14,August,2007,08/14/2007 00:00:00
20070815,15,August,2007,08/15/2007 00:00:00
20070816,16,August,2007,08/16/2007 00:00:00
20070817,17,August,2007,08/17/2007 00:00:00
20070818,18,August,2007,08/18/2007 00:00:00
20070819,19,August,2007,08/19/2007 00:00:00
20070820,20,August,2007,08/20/2007 00:00:00
20070821,21,August,2007,08/21/2007 00:00:00
20070822,22,August,2007,08/22/2007 00:00:00
20070823,23,August,2007,08/23/2007 00:00:00
20070824,24,August,2007,08/24/2007 00:00:00
20070825,25,August,2007,08/25/2007 00:00:00
20070826,26,August,2007,08/26/2007 00:00:00
20070827,27,August,2007,08/27/2007 00:00:00
20070828,28,August,2007,08/28/2007 00:00:00
20070829,29,August,2007,08/29/2007 00:00:00
20070830,30,August,2007,08/30/2007 00:00:00
20070831,31,August,2007,08/31/2007 00:00:00
20070901,01,September,2007,09/01/2007 00:00:00
20070902,02,September,2007,09/02/2007 00:00:00
20070903,03,September,2007,09/03/2007 00:00:00
20070904,04,September,2007,09/04/2007 00:00:00
20070905,05,September,2007,09/05/2007 00:00:00
20070906,06,September,2007,09/06/2007 00:00:00
20070907,07,September,2007,09/07/2007 00:00:00
20070908,08,September,2007,09/08/2007 00:00:00
20070909,09,September,2007,09/09/2007 00:00:00
20070910,10,September,2007,09/10/2007 00:00:00
20070911,11,September,2007,09/11/2007 00:00:00
20070912,12,September,2007,09/12/2007 00:00:00
20070913,13,September,2007,09/13/2007 00:00:00
20070914,14,September,2007,09/14/2007 00:00:00
20070915,15,September,2007,09/15/2007 00:00:00
20070916,16,September,2007,09/16/2007 00:00:00
20070917,17,September,2007,09/17/2007 00:00:00
20070918,18,September,2007,09/18/2007 00:00:00
20070919,19,September,2007,09/19/2007 00:00:00
20070920,20,September,2007,09/20/2007 00:00:00
20070921,21,September,2007,09/21/2007 00:00:00
20070922,22,September,2007,09/22/2007 00:00:00
20070923,23,September,2007,09/23/2007 00:00:00
20070924,24,September,2007,09/24/2007 00:00:00
20070925,25,September,2007,09/25/2007 00:00:00
20070926,26,September,2007,09/26/2007 00:00:00
20070927,27,September,2007,09/27/2007 00:00:00
20070928,28,September,2007,09/28/2007 00:00:00
20070929,29,September,2007,09/29/2007 00:00:00
20070930,30,September,2007,09/30/2007 00:00:00
20071001,01,October,2007,10/01/2007 00:00:00
20071002,02,October,2007,10/02/2007 00:00:00
20071003,03,October,2007,10/03/2007 00:00:00
20071004,04,October,2007,10/04/2007 00:00:00
20071005,05,October,2007,10/05/2007 00:00:00
20071006,06,October,2007,10/06/2007 00:00:00
20071007,07,October,2007,10/07/2007 00:00:00
20071008,08,October,2007,10/08/2007 00:00:00
20071009,09,October,2007,10/09/2007 00:00:00
20071010,10,October,2007,10/10/2007 00:00:00
20071011,11,October,2007,10/11/2007 00:00:00
20071012,12,October,2007,10/12/2007 00:00:00
20071013,13,October,2007,10/13/2007 00:00:00
20071014,14,October,2007,10/14/2007 00:00:00
20071015,15,October,2007,10/15/2007 00:00:00
20071016,16,October,2007,10/16/2007 00:00:00
20071017,17,October,2007,10/17/2007 00:00:00
20071018,18,October,2007,10/18/2007 00:00:00
20071019,19,October,2007,10/19/2007 00:00:00
20071020,20,October,2007,10/20/2007 00:00:00
20071021,21,October,2007,10/21/2007 00:00:00
20071022,22,October,2007,10/22/2007 00:00:00
20071023,23,October,2007,10/23/2007 00:00:00
20071024,24,October,2007,10/24/2007 00:00:00
20071025,25,October,2007,10/25/2007 00:00:00
20071026,26,October,2007,10/26/2007 00:00:00
20071027,27,October,2007,10/27/2007 00:00:00
20071028,28,October,2007,10/28/2007 00:00:00
20071029,29,October,2007,10/29/2007 00:00:00
20071030,30,October,2007,10/30/2007 00:00:00
20071031,31,October,2007,10/31/2007 00:00:00
20071101,01,November,2007,11/01/2007 00:00:00
20071102,02,November,2007,11/02/2007 00:00:00
20071103,03,November,2007,11/03/2007 00:00:00
20071104,04,November,2007,11/04/2007 00:00:00
20071105,05,November,2007,11/05/2007 00:00:00
20071106,06,November,2007,11/06/2007 00:00:00
20071107,07,November,2007,11/07/2007 00:00:00
20071108,08,November,2007,11/08/2007 00:00:00
20071109,09,November,2007,11/09/2007 00:00:00
20071110,10,November,2007,11/10/2007 00:00:00
20071111,11,November,2007,11/11/2007 00:00:00
20071112,12,November,2007,11/12/2007 00:00:00
20071113,13,November,2007,11/13/2007 00:00:00
20071114,14,November,2007,11/14/2007 00:00:00
20071115,15,November,2007,11/15/2007 00:00:00
20071116,16,November,2007,11/16/2007 00:00:00
20071117,17,November,2007,11/17/2007 00:00:00
20071118,18,November,2007,11/18/2007 00:00:00
20071119,19,November,2007,11/19/2007 00:00:00
20071120,20,November,2007,11/20/2007 00:00:00
20071121,21,November,2007,11/21/2007 00:00:00
20071122,22,November,2007,11/22/2007 00:00:00
20071123,23,November,2007,11/23/2007 00:00:00
20071124,24,November,2007,11/24/2007 00:00:00
20071125,25,November,2007,11/25/2007 00:00:00
20071126,26,November,2007,11/26/2007 00:00:00
20071127,27,November,2007,11/27/2007 00:00:00
20071128,28,November,2007,11/28/2007 00:00:00
20071129,29,November,2007,11/29/2007 00:00:00
20071130,30,November,2007,11/30/2007 00:00:00
20071201,01,December,2007,12/01/2007 00:00:00
20071202,02,December,2007,12/02/2007 00:00:00
20071203,03,December,2007,12/03/2007 00:00:00
20071204,04,December,2007,12/04/2007 00:00:00
20071205,05,December,2007,12/05/2007 00:00:00
20071206,06,December,2007,12/06/2007 00:00:00
20071207,07,December,2007,12/07/2007 00:00:00
20071208,08,December,2007,12/08/2007 00:00:00
20071209,09,December,2007,12/09/2007 00:00:00
20071210,10,December,2007,12/10/2007 00:00:00
20071211,11,December,2007,12/11/2007 00:00:00
20071212,12,December,2007,12/12/2007 00:00:00
20071213,13,December,2007,12/13/2007 00:00:00
20071214,14,December,2007,12/14/2007 00:00:00
20071215,15,December,2007,12/15/2007 00:00:00
20071216,16,December,2007,12/16/2007 00:00:00
20071217,17,December,2007,12/17/2007 00:00:00
20071218,18,December,2007,12/18/2007 00:00:00
20071219,19,December,2007,12/19/2007 00:00:00
20071220,20,December,2007,12/20/2007 00:00:00
20071221,21,December,2007,12/21/2007 00:00:00
20071222,22,December,2007,12/22/2007 00:00:00
20071223,23,December,2007,12/23/2007 00:00:00
20071224,24,December,2007,12/24/2007 00:00:00
20071225,25,December,2007,12/25/2007 00:00:00
20071226,26,December,2007,12/26/2007 00:00:00
20071227,27,December,2007,12/27/2007 00:00:00
20071228,28,December,2007,12/28/2007 00:00:00
20071229,29,December,2007,12/29/2007 00:00:00
20071230,30,December,2007,12/30/2007 00:00:00
20071231,31,December,2007,12/31/2007 00:00:00
20050101,1,January,2005,01/01/2005 00:00:00
20050102,02,January,2005,01/02/2005 00:00:00
20050103,03,January,2005,01/03/2005 00:00:00
20050104,04,January,2005,01/04/2005 00:00:00
20050105,05,January,2005,01/05/2005 00:00:00
20050106,06,January,2005,01/06/2005 00:00:00
20050107,07,January,2005,01/07/2005 00:00:00
20050108,08,January,2005,01/08/2005 00:00:00
20050109,09,January,2005,01/09/2005 00:00:00
20050110,10,January,2005,01/10/2005 00:00:00
20050111,11,January,2005,01/11/2005 00:00:00
20050112,12,January,2005,01/12/2005 00:00:00
20050113,13,January,2005,01/13/2005 00:00:00
20050114,14,January,2005,01/14/2005 00:00:00
20050115,15,January,2005,01/15/2005 00:00:00
20050116,16,January,2005,01/16/2005 00:00:00
20050117,17,January,2005,01/17/2005 00:00:00
20050118,18,January,2005,01/18/2005 00:00:00
20050119,19,January,2005,01/19/2005 00:00:00
20050120,20,January,2005,01/20/2005 00:00:00
20050121,21,January,2005,01/21/2005 00:00:00
20050122,22,January,2005,01/22/2005 00:00:00
20050123,23,January,2005,01/23/2005 00:00:00
20050124,24,January,2005,01/24/2005 00:00:00
20050125,25,January,2005,01/25/2005 00:00:00
20050126,26,January,2005,01/26/2005 00:00:00
20050127,27,January,2005,01/27/2005 00:00:00
20050128,28,January,2005,01/28/2005 00:00:00
20050129,29,January,2005,01/29/2005 00:00:00
20050130,30,January,2005,01/30/2005 00:00:00
20050131,31,January,2005,01/31/2005 00:00:00
20050201,01,February,2005,02/01/2005 00:00:00
20050202,02,February,2005,02/02/2005 00:00:00
20050203,03,February,2005,02/03/2005 00:00:00
20050204,04,February,2005,02/04/2005 00:00:00
20050205,05,February,2005,02/05/2005 00:00:00
20050206,06,February,2005,02/06/2005 00:00:00
20050207,07,February,2005,02/07/2005 00:00:00
20050208,08,February,2005,02/08/2005 00:00:00
20050209,09,February,2005,02/09/2005 00:00:00
20050210,10,February,2005,02/10/2005 00:00:00
20050211,11,February,2005,02/11/2005 00:00:00
20050212,12,February,2005,02/12/2005 00:00:00
20050213,13,February,2005,02/13/2005 00:00:00
20050214,14,February,2005,02/14/2005 00:00:00
20050215,15,February,2005,02/15/2005 00:00:00
20050216,16,February,2005,02/16/2005 00:00:00
20050217,17,February,2005,02/17/2005 00:00:00
20050218,18,February,2005,02/18/2005 00:00:00
20050219,19,February,2005,02/19/2005 00:00:00
20050220,20,February,2005,02/20/2005 00:00:00
20050221,21,February,2005,02/21/2005 00:00:00
20050222,22,February,2005,02/22/2005 00:00:00
20050223,23,February,2005,02/23/2005 00:00:00
20050224,24,February,2005,02/24/2005 00:00:00
20050225,25,February,2005,02/25/2005 00:00:00
20050226,26,February,2005,02/26/2005 00:00:00
20050227,27,February,2005,02/27/2005 00:00:00
20050228,28,February,2005,02/28/2005 00:00:00
20050301,01,March,2005,03/01/2005 00:00:00
20050302,02,March,2005,03/02/2005 00:00:00
20050303,03,March,2005,03/03/2005 00:00:00
20050304,04,March,2005,03/04/2005 00:00:00
20050305,05,March,2005,03/05/2005 00:00:00
20050306,06,March,2005,03/06/2005 00:00:00
20050307,07,March,2005,03/07/2005 00:00:00
20050308,08,March,2005,03/08/2005 00:00:00
20050309,09,March,2005,03/09/2005 00:00:00
20050310,10,March,2005,03/10/2005 00:00:00
20050311,11,March,2005,03/11/2005 00:00:00
20050312,12,March,2005,03/12/2005 00:00:00
20050313,13,March,2005,03/13/2005 00:00:00
20050314,14,March,2005,03/14/2005 00:00:00
20050315,15,March,2005,03/15/2005 00:00:00
20050316,16,March,2005,03/16/2005 00:00:00
20050317,17,March,2005,03/17/2005 00:00:00
20050318,18,March,2005,03/18/2005 00:00:00
20050319,19,March,2005,03/19/2005 00:00:00
20050320,20,March,2005,03/20/2005 00:00:00
20050321,21,March,2005,03/21/2005 00:00:00
20050322,22,March,2005,03/22/2005 00:00:00
20050323,23,March,2005,03/23/2005 00:00:00
20050324,24,March,2005,03/24/2005 00:00:00
20050325,25,March,2005,03/25/2005 00:00:00
20050326,26,March,2005,03/26/2005 00:00:00
20050327,27,March,2005,03/27/2005 00:00:00
20050328,28,March,2005,03/28/2005 00:00:00
20050329,29,March,2005,03/29/2005 00:00:00
20050330,30,March,2005,03/30/2005 00:00:00
20050331,31,March,2005,03/31/2005 00:00:00
20050401,01,April,2005,04/01/2005 00:00:00
20050402,02,April,2005,04/02/2005 00:00:00
20050403,03,April,2005,04/03/2005 00:00:00
20050404,04,April,2005,04/04/2005 00:00:00
20050405,05,April,2005,04/05/2005 00:00:00
20050406,06,April,2005,04/06/2005 00:00:00
20050407,07,April,2005,04/07/2005 00:00:00
20050408,08,April,2005,04/08/2005 00:00:00
20050409,09,April,2005,04/09/2005 00:00:00
20050410,10,April,2005,04/10/2005 00:00:00
20050411,11,April,2005,04/11/2005 00:00:00
20050412,12,April,2005,04/12/2005 00:00:00
20050413,13,April,2005,04/13/2005 00:00:00
20050414,14,April,2005,04/14/2005 00:00:00
20050415,15,April,2005,04/15/2005 00:00:00
20050416,16,April,2005,04/16/2005 00:00:00
20050417,17,April,2005,04/17/2005 00:00:00
20050418,18,April,2005,04/18/2005 00:00:00
20050419,19,April,2005,04/19/2005 00:00:00
20050420,20,April,2005,04/20/2005 00:00:00
20050421,21,April,2005,04/21/2005 00:00:00
20050422,22,April,2005,04/22/2005 00:00:00
20050423,23,April,2005,04/23/2005 00:00:00
20050424,24,April,2005,04/24/2005 00:00:00
20050425,25,April,2005,04/25/2005 00:00:00
20050426,26,April,2005,04/26/2005 00:00:00
20050427,27,April,2005,04/27/2005 00:00:00
20050428,28,April,2005,04/28/2005 00:00:00
20050429,29,April,2005,04/29/2005 00:00:00
20050430,30,April,2005,04/30/2005 00:00:00
20050501,01,May,2005,05/01/2005 00:00:00
20050502,02,May,2005,05/02/2005 00:00:00
20050503,03,May,2005,05/03/2005 00:00:00
20050504,04,May,2005,05/04/2005 00:00:00
20050505,05,May,2005,05/05/2005 00:00:00
20050506,06,May,2005,05/06/2005 00:00:00
20050507,07,May,2005,05/07/2005 00:00:00
20050508,08,May,2005,05/08/2005 00:00:00
20050509,09,May,2005,05/09/2005 00:00:00
20050510,10,May,2005,05/10/2005 00:00:00
20050511,11,May,2005,05/11/2005 00:00:00
20050512,12,May,2005,05/12/2005 00:00:00
20050513,13,May,2005,05/13/2005 00:00:00
20050514,14,May,2005,05/14/2005 00:00:00
20050515,15,May,2005,05/15/2005 00:00:00
20050516,16,May,2005,05/16/2005 00:00:00
20050517,17,May,2005,05/17/2005 00:00:00
20050518,18,May,2005,05/18/2005 00:00:00
20050519,19,May,2005,05/19/2005 00:00:00
20050520,20,May,2005,05/20/2005 00:00:00
20050521,21,May,2005,05/21/2005 00:00:00
20050522,22,May,2005,05/22/2005 00:00:00
20050523,23,May,2005,05/23/2005 00:00:00
20050524,24,May,2005,05/24/2005 00:00:00
20050525,25,May,2005,05/25/2005 00:00:00
20050526,26,May,2005,05/26/2005 00:00:00
20050527,27,May,2005,05/27/2005 00:00:00
20050528,28,May,2005,05/28/2005 00:00:00
20050529,29,May,2005,05/29/2005 00:00:00
20050530,30,May,2005,05/30/2005 00:00:00
20050531,31,May,2005,05/31/2005 00:00:00
20050601,01,June,2005,06/01/2005 00:00:00
20050602,02,June,2005,06/02/2005 00:00:00
20050603,03,June,2005,06/03/2005 00:00:00
20050604,04,June,2005,06/04/2005 00:00:00
20050605,05,June,2005,06/05/2005 00:00:00
20050606,06,June,2005,06/06/2005 00:00:00
20050607,07,June,2005,06/07/2005 00:00:00
20050608,08,June,2005,06/08/2005 00:00:00
20050609,09,June,2005,06/09/2005 00:00:00
20050610,10,June,2005,06/10/2005 00:00:00
20050611,11,June,2005,06/11/2005 00:00:00
20050612,12,June,2005,06/12/2005 00:00:00
20050613,13,June,2005,06/13/2005 00:00:00
20050614,14,June,2005,06/14/2005 00:00:00
20050615,15,June,2005,06/15/2005 00:00:00
20050616,16,June,2005,06/16/2005 00:00:00
20050617,17,June,2005,06/17/2005 00:00:00
20050618,18,June,2005,06/18/2005 00:00:00
20050619,19,June,2005,06/19/2005 00:00:00
20050620,20,June,2005,06/20/2005 00:00:00
20050621,21,June,2005,06/21/2005 00:00:00
20050622,22,June,2005,06/22/2005 00:00:00
20050623,23,June,2005,06/23/2005 00:00:00
20050624,24,June,2005,06/24/2005 00:00:00
20050625,25,June,2005,06/25/2005 00:00:00
20050626,26,June,2005,06/26/2005 00:00:00
20050627,27,June,2005,06/27/2005 00:00:00
20050628,28,June,2005,06/28/2005 00:00:00
20050629,29,June,2005,06/29/2005 00:00:00
20050630,30,June,2005,06/30/2005 00:00:00
20050701,01,July,2005,07/01/2005 00:00:00
20050702,02,July,2005,07/02/2005 00:00:00
20050703,03,July,2005,07/03/2005 00:00:00
20050704,04,July,2005,07/04/2005 00:00:00
20050705,05,July,2005,07/05/2005 00:00:00
20050706,06,July,2005,07/06/2005 00:00:00
20050707,07,July,2005,07/07/2005 00:00:00
20050708,08,July,2005,07/08/2005 00:00:00
20050709,09,July,2005,07/09/2005 00:00:00
20050710,10,July,2005,07/10/2005 00:00:00
20050711,11,July,2005,07/11/2005 00:00:00
20050712,12,July,2005,07/12/2005 00:00:00
20050713,13,July,2005,07/13/2005 00:00:00
20050714,14,July,2005,07/14/2005 00:00:00
20050715,15,July,2005,07/15/2005 00:00:00
20050716,16,July,2005,07/16/2005 00:00:00
20050717,17,July,2005,07/17/2005 00:00:00
20050718,18,July,2005,07/18/2005 00:00:00
20050719,19,July,2005,07/19/2005 00:00:00
20050720,20,July,2005,07/20/2005 00:00:00
20050721,21,July,2005,07/21/2005 00:00:00
20050722,22,July,2005,07/22/2005 00:00:00
20050723,23,July,2005,07/23/2005 00:00:00
20050724,24,July,2005,07/24/2005 00:00:00
20050725,25,July,2005,07/25/2005 00:00:00
20050726,26,July,2005,07/26/2005 00:00:00
20050727,27,July,2005,07/27/2005 00:00:00
20050728,28,July,2005,07/28/2005 00:00:00
20050729,29,July,2005,07/29/2005 00:00:00
20050730,30,July,2005,07/30/2005 00:00:00
20050731,31,July,2005,07/31/2005 00:00:00
20050801,01,August,2005,08/01/2005 00:00:00
20050802,02,August,2005,08/02/2005 00:00:00
20050803,03,August,2005,08/03/2005 00:00:00
20050804,04,August,2005,08/04/2005 00:00:00
20050805,05,August,2005,08/05/2005 00:00:00
20050806,06,August,2005,08/06/2005 00:00:00
20050807,07,August,2005,08/07/2005 00:00:00
20050808,08,August,2005,08/08/2005 00:00:00
20050809,09,August,2005,08/09/2005 00:00:00
20050810,10,August,2005,08/10/2005 00:00:00
20050811,11,August,2005,08/11/2005 00:00:00
20061020,20,October,2006,10/20/2006 00:00:00
20061021,21,October,2006,10/21/2006 00:00:00
20061022,22,October,2006,10/22/2006 00:00:00
